OMIM_ICD_ID	ICD_Codes	ICD_Strings	OMIM_IDs	HPO_Anno
OMIM_ICD:108	frozenset({'I780'})	{'Hereditary hemorrhagic telangiectasia'}	{'OMIM:187300', 'OMIM:175050', 'OMIM:615506', 'OMIM:600376'}	{'HP:0001903', 'HP:0001722', 'HP:0002910', 'HP:0002326', 'HP:0002390', 'HP:0006548', 'HP:0001409', 'HP:0002647', 'HP:0030491', 'HP:0100858', 'HP:0004942', 'HP:0000961', 'HP:0001901', 'HP:0001217', 'HP:0000006', 'HP:0000227', 'HP:0002092', 'HP:0002573', 'HP:0000421', 'HP:0001342', 'HP:0004406', 'HP:0004784', 'HP:0001009', 'HP:0002076', 'HP:0002140', 'HP:0002642', 'HP:0001425', 'HP:0001394', 'HP:0002672', 'HP:0002249', 'HP:0030049', 'HP:0004390', 'HP:0000471', 'HP:0002408', 'HP:0002626', 'HP:0001694', 'HP:0002707', 'HP:0001250', 'HP:0001634', 'HP:0002248', 'HP:0002604', 'HP:0001653', 'HP:0006574', 'HP:0006107', 'HP:0000214', 'HP:0000434', 'HP:0011934', 'HP:0002629', 'HP:0002094', 'HP:0001232', 'HP:0002138', 'HP:0001297', 'HP:0000524', 'HP:0000822'}
OMIM_ICD:109	frozenset({'G710'})	{'Muscular dystrophy'}	{'OMIM:158900', 'OMIM:310200', 'OMIM:300376', 'OMIM:158901'}	{'HP:0001324', 'HP:0008970', 'HP:0003307', 'HP:0001371', 'HP:0009023', 'HP:0002093', 'HP:0001265', 'HP:0002015', 'HP:0003724', 'HP:0003115', 'HP:0003581', 'HP:0002650', 'HP:0002111', 'HP:0010628', 'HP:0001256', 'HP:0011675', 'HP:0009027', 'HP:0001290', 'HP:0012231', 'HP:0003236', 'HP:0001252', 'HP:0000006', 'HP:0001250', 'HP:0007763', 'HP:0001419', 'HP:0001644', 'HP:0000365', 'HP:0003326', 'HP:0002515', 'HP:0003547', 'HP:0003391', 'HP:0010984', 'HP:0003691', 'HP:0001249', 'HP:0012473', 'HP:0001638', 'HP:0002878', 'HP:0002791', 'HP:0003749', 'HP:0001635', 'HP:0003560', 'HP:0011463', 'HP:0003707', 'HP:0030664', 'HP:0008981', 'HP:0000407', 'HP:0000544', 'HP:0003677'}
OMIM_ICD:110	frozenset({'G7111'})	{'Myotonic muscular dystrophy'}	{'OMIM:602668', 'OMIM:160900'}	{'HP:0002292', 'HP:0002059', 'HP:0001324', 'HP:0008189', 'HP:0002850', 'HP:0004315', 'HP:0011705', 'HP:0002015', 'HP:0002189', 'HP:0001349', 'HP:0001290', 'HP:0000135', 'HP:0001649', 'HP:0003236', 'HP:0001252', 'HP:0008770', 'HP:0000006', 'HP:0001962', 'HP:0000518', 'HP:0010864', 'HP:0003326', 'HP:0008872', 'HP:0004749', 'HP:0001558', 'HP:0007889', 'HP:0003722', 'HP:0001081', 'HP:0006887', 'HP:0003701', 'HP:0000798', 'HP:0000819', 'HP:0001561', 'HP:0002098', 'HP:0000029', 'HP:0003554', 'HP:0008232', 'HP:0002486', 'HP:0005110'}
OMIM_ICD:111	frozenset({'G7112'})	{'Myotonia congenita'}	{'OMIM:160800', 'OMIM:255700'}	{'HP:0003712', 'HP:0003730', 'HP:0001324', 'HP:0003740', 'HP:0010548', 'HP:0002015', 'HP:0011463', 'HP:0000006', 'HP:0025605', 'HP:0012899', 'HP:0000007', 'HP:0008968', 'HP:0003552', 'HP:0003326'}
OMIM_ICD:112	frozenset({'G7113'})	{'Myotonic chondrodystrophy'}	{'OMIM:255800'}	{'HP:0001324', 'HP:0003712', 'HP:0002047', 'HP:0003202', 'HP:0000470', 'HP:0003044', 'HP:0000581', 'HP:0001265', 'HP:0045025', 'HP:0000205', 'HP:0001620', 'HP:0000272', 'HP:0002750', 'HP:0001763', 'HP:0002812', 'HP:0005830', 'HP:0009473', 'HP:0012368', 'HP:0000768', 'HP:0001537', 'HP:0000482', 'HP:0000160', 'HP:0001374', 'HP:0002673', 'HP:0000545', 'HP:0000926', 'HP:0000939', 'HP:0007740', 'HP:0000023', 'HP:0001621', 'HP:0000518', 'HP:0004322', 'HP:0001239', 'HP:0002938', 'HP:0002230', 'HP:0003016', 'HP:0006473', 'HP:0000396', 'HP:0001249', 'HP:0001762', 'HP:0000369', 'HP:0000508', 'HP:0002751', 'HP:0000293', 'HP:0000347', 'HP:0008734', 'HP:0003273', 'HP:0003417', 'HP:0000007', 'HP:0002486', 'HP:0006499'}
OMIM_ICD:113	frozenset({'G600'})	{'Hereditary motor and sensory neuropathy'}	{'OMIM:601098', 'OMIM:300905', 'OMIM:614455', 'OMIM:616280', 'OMIM:615490', 'OMIM:616039', 'OMIM:604563', 'OMIM:310490', 'OMIM:605253', 'OMIM:607791', 'OMIM:302801', 'OMIM:614895', 'OMIM:608323', 'OMIM:609260', 'OMIM:616687', 'OMIM:214400', 'OMIM:607831', 'OMIM:613287', 'OMIM:607678', 'OMIM:118220', 'OMIM:601472', 'OMIM:302800', 'OMIM:606071', 'OMIM:611228', 'OMIM:615376', 'OMIM:118210', 'OMIM:607684', 'OMIM:615185', 'OMIM:601382', 'OMIM:605589', 'OMIM:609311', 'OMIM:607677', 'OMIM:605285', 'OMIM:118300', 'OMIM:615025', 'OMIM:615284', 'OMIM:145900', 'OMIM:616684', 'OMIM:617017', 'OMIM:607736', 'OMIM:601455', 'OMIM:614436', 'OMIM:311070', 'OMIM:608673', 'OMIM:606482', 'OMIM:605588', 'OMIM:614228', 'OMIM:118200', 'OMIM:606483', 'OMIM:613641', 'OMIM:607734', 'OMIM:606595', 'OMIM:607731', 'OMIM:302802', 'OMIM:600882', 'OMIM:601596'}	{'HP:0000097', 'HP:0003674', 'HP:0007083', 'HP:0007350', 'HP:0003202', 'HP:0004466', 'HP:0003376', 'HP:0002311', 'HP:0003487', 'HP:0003427', 'HP:0002015', 'HP:0003724', 'HP:0002650', 'HP:0010871', 'HP:0006958', 'HP:0009025', 'HP:0000006', 'HP:0002500', 'HP:0003447', 'HP:0003444', 'HP:0007107', 'HP:0008944', 'HP:0000093', 'HP:0000365', 'HP:0001337', 'HP:0001260', 'HP:0000763', 'HP:0009588', 'HP:0003693', 'HP:0001604', 'HP:0003577', 'HP:0004336', 'HP:0001155', 'HP:0009830', 'HP:0004696', 'HP:0003621', 'HP:0003798', 'HP:0009046', 'HP:0001347', 'HP:0001251', 'HP:0001385', 'HP:0007695', 'HP:0001291', 'HP:0002172', 'HP:0003387', 'HP:0003678', 'HP:0002086', 'HP:0003378', 'HP:0012074', 'HP:0001884', 'HP:0003384', 'HP:0032460', 'HP:0001263', 'HP:0006886', 'HP:0002395', 'HP:0001423', 'HP:0001371', 'HP:0040083', 'HP:0002151', 'HP:0000408', 'HP:0000478', 'HP:0200021', 'HP:0009027', 'HP:0006897', 'HP:0010628', 'HP:0000602', 'HP:0001763', 'HP:0004878', 'HP:0002527', 'HP:0003449', 'HP:0001868', 'HP:0001159', 'HP:0000762', 'HP:0003383', 'HP:0040078', 'HP:0002136', 'HP:0007182', 'HP:0001276', 'HP:0031936', 'HP:0009113', 'HP:0001171', 'HP:0012531', 'HP:0007002', 'HP:0002779', 'HP:0009130', 'HP:0006006', 'HP:0000012', 'HP:0001762', 'HP:0003390', 'HP:0006915', 'HP:0003477', 'HP:0003701', 'HP:0002751', 'HP:0001310', 'HP:0001765', 'HP:0003388', 'HP:0011463', 'HP:0000020', 'HP:0003593', 'HP:0003199', 'HP:0002522', 'HP:0003482', 'HP:0000639', 'HP:0006380', 'HP:0011349', 'HP:0000649', 'HP:0003677', 'HP:0011096', 'HP:0003394', 'HP:0003392', 'HP:0007233', 'HP:0002460', 'HP:0002359', 'HP:0001284', 'HP:0003481', 'HP:0001319', 'HP:0001760', 'HP:0001257', 'HP:0009053', 'HP:0003581', 'HP:0012246', 'HP:0003474', 'HP:0002380', 'HP:0005684', 'HP:0003429', 'HP:0001290', 'HP:0007267', 'HP:0100543', 'HP:0003774', 'HP:0012444', 'HP:0008180', 'HP:0001252', 'HP:0000501', 'HP:0003470', 'HP:0006916', 'HP:0009129', 'HP:0002922', 'HP:0004322', 'HP:0001288', 'HP:0003484', 'HP:0007149', 'HP:0001308', 'HP:0006466', 'HP:0012473', 'HP:0003400', 'HP:0002878', 'HP:0002427', 'HP:0000508', 'HP:0002540', 'HP:0003380', 'HP:0007208', 'HP:0000764', 'HP:0000486', 'HP:0000666', 'HP:0000407', 'HP:0001761', 'HP:0003690', 'HP:0010307', 'HP:0001324', 'HP:0001178', 'HP:0007230', 'HP:0001425', 'HP:0002385', 'HP:0003587', 'HP:0002870', 'HP:0003450', 'HP:0002093', 'HP:0001271', 'HP:0001265', 'HP:0001272', 'HP:0003829', 'HP:0003431', 'HP:0000529', 'HP:0003676', 'HP:0003236', 'HP:0001419', 'HP:0001886', 'HP:0001605', 'HP:0000218', 'HP:0000252', 'HP:0002936', 'HP:0001268', 'HP:0001332', 'HP:0003828', 'HP:0000510', 'HP:0003382', 'HP:0001771', 'HP:0030237', 'HP:0002515', 'HP:0000648', 'HP:0007141', 'HP:0001249', 'HP:0002378', 'HP:0003426', 'HP:0003435', 'HP:0003393', 'HP:0007078', 'HP:0002355', 'HP:0001810', 'HP:0002317', 'HP:0003438', 'HP:0001270', 'HP:0000007'}
OMIM_ICD:114	frozenset({'Q431'})	"{""Hirschsprung's disease""}"	{'OMIM:600156'}	{'HP:0002251', 'HP:0000006'}
OMIM_ICD:115	frozenset({'G10'})	"{""Huntington's disease""}"	{'OMIM:143100'}	{'HP:0002067', 'HP:0002066', 'HP:0000726', 'HP:0002072', 'HP:0001347', 'HP:0002063', 'HP:0002529', 'HP:0000751', 'HP:0000006', 'HP:0001250', 'HP:0001272', 'HP:0000716', 'HP:0002171', 'HP:0000496'}
OMIM_ICD:116	frozenset({'D805'})	{'Immunodeficiency with increased immunoglobulin M [IgM]'}	{'OMIM:608184', 'OMIM:605258', 'OMIM:608106'}	{'HP:0002863', 'HP:0004315', 'HP:0004798', 'HP:0001973', 'HP:0002716', 'HP:0002788', 'HP:0200117', 'HP:0002718', 'HP:0002720', 'HP:0002721', 'HP:0003496', 'HP:0001890', 'HP:0002849', 'HP:0000031', 'HP:0002754', 'HP:0002959', 'HP:0000007', 'HP:0002110'}
OMIM_ICD:117	frozenset({'E250'})	{'Congenital adrenogenital disorders assoc w enzyme deficiency'}	{'OMIM:202110', 'OMIM:202010', 'OMIM:201910', 'OMIM:201810'}	{'HP:0000079', 'HP:0000062', 'HP:0003351', 'HP:0000054', 'HP:0008726', 'HP:0004319', 'HP:0012411', 'HP:0000061', 'HP:0003623', 'HP:0008707', 'HP:0004322', 'HP:0008185', 'HP:0000786', 'HP:0008221', 'HP:0000047', 'HP:0001949', 'HP:0000048', 'HP:0000040', 'HP:0000822', 'HP:0000953', 'HP:0008665', 'HP:0000771', 'HP:0000013', 'HP:0008734', 'HP:0000037', 'HP:0001943', 'HP:0000765', 'HP:0002900', 'HP:0001507', 'HP:0001954', 'HP:0000840', 'HP:0000007', 'HP:0000127', 'HP:0005616', 'HP:0008258'}
OMIM_ICD:118	frozenset({'G901'})	{'Familial dysautonomia [Riley-Day]'}	{'OMIM:223900'}	{'HP:0012211', 'HP:0005947', 'HP:0002311', 'HP:0002019', 'HP:0001265', 'HP:0001063', 'HP:0002650', 'HP:0002020', 'HP:0001290', 'HP:0000495', 'HP:0001649', 'HP:0003676', 'HP:0002821', 'HP:0001252', 'HP:0004891', 'HP:0002013', 'HP:0000712', 'HP:0000522', 'HP:0008000', 'HP:0001278', 'HP:0008872', 'HP:0012804', 'HP:0003577', 'HP:0001510', 'HP:0000096', 'HP:0000224', 'HP:0002014', 'HP:0001954', 'HP:0003387', 'HP:0000007', 'HP:0001069', 'HP:0000822', 'HP:0003259', 'HP:0003138'}
OMIM_ICD:119	frozenset({'Q823'})	{'Incontinentia pigmenti'}	{'OMIM:308300', 'OMIM:300337'}	{'HP:0002059', 'HP:0000684', 'HP:0002808', 'HP:0000280', 'HP:0001425', 'HP:0004529', 'HP:0001596', 'HP:0001423', 'HP:0002937', 'HP:0001257', 'HP:0001803', 'HP:0000612', 'HP:0002650', 'HP:0000316', 'HP:0001939', 'HP:0001442', 'HP:0000668', 'HP:0001161', 'HP:0000980', 'HP:0001159', 'HP:0001805', 'HP:0001250', 'HP:0005815', 'HP:0030084', 'HP:0000252', 'HP:0002558', 'HP:0002208', 'HP:0008404', 'HP:0000518', 'HP:0009466', 'HP:0100699', 'HP:0005593', 'HP:0004322', 'HP:0000554', 'HP:0000179', 'HP:0000648', 'HP:0002164', 'HP:0000256', 'HP:0002282', 'HP:0001249', 'HP:0001880', 'HP:0002557', 'HP:0001807', 'HP:0000568', 'HP:0002213', 'HP:0002751', 'HP:0100783', 'HP:0007750', 'HP:0000286', 'HP:0008070', 'HP:0003187', 'HP:0000486', 'HP:0007850', 'HP:0010783', 'HP:0006316', 'HP:0001000', 'HP:0000962', 'HP:0000491', 'HP:0000541', 'HP:0000573'}
OMIM_ICD:120	frozenset({'Q87410', 'Q8740', 'Q87418', 'Q8743', 'Q8742'})	"{""Marfan's syndrome with aortic dilation"", ""Marfan's syndrome, unspecified"", ""Marfan's syndrome with skeletal manifestation"", ""Marfan's syndrome with ocular manifestations"", ""Marfan's syndrome with other cardiovascular manifestations""}"	{'OMIM:154700'}	{'HP:0000490', 'HP:0003302', 'HP:0000577', 'HP:0001371', 'HP:0002647', 'HP:0000272', 'HP:0000276', 'HP:0001763', 'HP:0001704', 'HP:0008132', 'HP:0000768', 'HP:0000565', 'HP:0001382', 'HP:0000545', 'HP:0100775', 'HP:0000501', 'HP:0000006', 'HP:0003179', 'HP:0000218', 'HP:0000494', 'HP:0001634', 'HP:0000518', 'HP:0004927', 'HP:0000278', 'HP:0025586', 'HP:0005136', 'HP:0000098', 'HP:0001653', 'HP:0002816', 'HP:0001659', 'HP:0004970', 'HP:0000275', 'HP:0004872', 'HP:0002616', 'HP:0002107', 'HP:0002751', 'HP:0000347', 'HP:0001765', 'HP:0001083', 'HP:0000189', 'HP:0000767', 'HP:0001635', 'HP:0002097', 'HP:0001065', 'HP:0003088', 'HP:0003199', 'HP:0003758', 'HP:0000678', 'HP:0007800', 'HP:0007676', 'HP:0000268', 'HP:0001166', 'HP:0000541', 'HP:0001761'}
OMIM_ICD:121	frozenset({'Q8781'})	{'Alport syndrome'}	{'OMIM:301050', 'OMIM:203780', 'OMIM:104200'}	{'HP:0011501', 'HP:0200020', 'HP:0001417', 'HP:0001425', 'HP:0006756', 'HP:0030034', 'HP:0001423', 'HP:0000100', 'HP:0004722', 'HP:0002157', 'HP:0003676', 'HP:0003774', 'HP:0000545', 'HP:0001142', 'HP:0008064', 'HP:0000083', 'HP:0000006', 'HP:0000518', 'HP:0001134', 'HP:0000519', 'HP:0000093', 'HP:0000365', 'HP:0000790', 'HP:0000121', 'HP:0002907', 'HP:0000099', 'HP:0000123', 'HP:0001873', 'HP:0000007', 'HP:0000407', 'HP:0000822', 'HP:0002148', 'HP:0000829'}
OMIM_ICD:122	frozenset({'E3121'})	{'Multiple endocrine neoplasia [MEN] type I'}	{'OMIM:131100'}	{'HP:0000845', 'HP:0000820', 'HP:0004398', 'HP:0001031', 'HP:0100570', 'HP:0009720', 'HP:0030404', 'HP:0002893', 'HP:0002044', 'HP:0012197', 'HP:0008256', 'HP:0100633', 'HP:0008261', 'HP:0007449', 'HP:0002897', 'HP:0003072', 'HP:0040278', 'HP:0000957', 'HP:0006767', 'HP:0002014', 'HP:0000006', 'HP:0003118', 'HP:0001943'}
OMIM_ICD:123	frozenset({'E3122'})	{'Multiple endocrine neoplasia [MEN] type IIA'}	{'OMIM:171400'}	{'HP:0002251', 'HP:0032346', 'HP:0002315', 'HP:0003345', 'HP:0100749', 'HP:0000843', 'HP:0002897', 'HP:0002666', 'HP:0011979', 'HP:0002865', 'HP:0003528', 'HP:0000006', 'HP:0003639', 'HP:0011978', 'HP:0001962', 'HP:0011781', 'HP:0003118', 'HP:0000822', 'HP:0001574'}
OMIM_ICD:124	frozenset({'E3123'})	{'Multiple endocrine neoplasia [MEN] type IIB'}	{'OMIM:162300'}	{'HP:0002251', 'HP:0002808', 'HP:0000179', 'HP:0001263', 'HP:0003307', 'HP:0000951', 'HP:0002019', 'HP:0003198', 'HP:0002253', 'HP:0008208', 'HP:0002650', 'HP:0003005', 'HP:0000767', 'HP:0001290', 'HP:0002666', 'HP:0006461', 'HP:0001252', 'HP:0000574', 'HP:0001388', 'HP:0002014', 'HP:0000006', 'HP:0002865', 'HP:0003528', 'HP:0003639', 'HP:0000218', 'HP:0002705', 'HP:0005994', 'HP:0001519', 'HP:0001531', 'HP:0001761'}
OMIM_ICD:125	frozenset({'Q8503', 'Q8500', 'Q8502', 'Q8501'})	{'Schwannomatosis', 'Neurofibromatosis, type 1', 'Neurofibromatosis, unspecified', 'Neurofibromatosis, type 2'}	{'OMIM:162260', 'OMIM:162270', 'OMIM:101000', 'OMIM:162210', 'OMIM:162200'}	{'HP:0100014', 'HP:0001480', 'HP:0002650', 'HP:0000316', 'HP:0001256', 'HP:0002321', 'HP:0002897', 'HP:0007565', 'HP:0009595', 'HP:0002666', 'HP:0000957', 'HP:0000501', 'HP:0000006', 'HP:0007576', 'HP:0007524', 'HP:0009590', 'HP:0009592', 'HP:0009734', 'HP:0000365', 'HP:0004322', 'HP:0000360', 'HP:0009593', 'HP:0002315', 'HP:0009830', 'HP:0009594', 'HP:0009589', 'HP:0001920', 'HP:0002414', 'HP:0009736', 'HP:0000767', 'HP:0020073', 'HP:0001251', 'HP:0000238', 'HP:0007340', 'HP:0001328', 'HP:0006751', 'HP:0006851', 'HP:0002521', 'HP:0001425', 'HP:0002385', 'HP:0100019', 'HP:0002410', 'HP:0002857', 'HP:0007429', 'HP:0001250', 'HP:0010302', 'HP:0100697', 'HP:0002888', 'HP:0001548', 'HP:0000256', 'HP:0007935', 'HP:0030052', 'HP:0002858', 'HP:0002859', 'HP:0009732', 'HP:0009735', 'HP:0000997', 'HP:0009737', 'HP:0000822'}
OMIM_ICD:126	frozenset({'Q851'})	{'Tuberous sclerosis'}	{'OMIM:191100', 'OMIM:613254'}	{'HP:0001425', 'HP:0002514', 'HP:0009724', 'HP:0010762', 'HP:0009721', 'HP:0000717', 'HP:0006772', 'HP:0009727', 'HP:0012469', 'HP:0001482', 'HP:0000957', 'HP:0000006', 'HP:0001250', 'HP:0009717', 'HP:0009719', 'HP:0009592', 'HP:0009734', 'HP:0000826', 'HP:0002888', 'HP:0009554', 'HP:0009722', 'HP:0000169', 'HP:0000821', 'HP:0009720', 'HP:0009729', 'HP:0000107', 'HP:0001249', 'HP:0200024', 'HP:0007206', 'HP:0001716', 'HP:0009716', 'HP:0005584', 'HP:0001328', 'HP:0002086', 'HP:0007018'}
OMIM_ICD:127	frozenset({'Q786'})	{'Multiple congenital exostoses'}	{'OMIM:133700', 'OMIM:600209', 'OMIM:133701'}	{'HP:0004322', 'HP:0006765', 'HP:0003105', 'HP:0000918', 'HP:0003068', 'HP:0002318', 'HP:0001760', 'HP:0003276', 'HP:0002812', 'HP:0003406', 'HP:0003621', 'HP:0002857', 'HP:0000006', 'HP:0000896', 'HP:0010049', 'HP:0002762'}
OMIM_ICD:128	frozenset({'F842'})	"{""Rett's syndrome""}"	{'OMIM:312750'}	{'HP:0004322', 'HP:0002808', 'HP:0002333', 'HP:0003763', 'HP:0005135', 'HP:0003202', 'HP:0000164', 'HP:0002019', 'HP:0001423', 'HP:0004326', 'HP:0005484', 'HP:0001773', 'HP:0001257', 'HP:0002376', 'HP:0002650', 'HP:0002020', 'HP:0002066', 'HP:0000726', 'HP:0002187', 'HP:0000729', 'HP:0010521', 'HP:0002078', 'HP:0002104', 'HP:0002353', 'HP:0001250', 'HP:0002120', 'HP:0001332', 'HP:0004879', 'HP:0005184'}
OMIM_ICD:129	frozenset({'Q9381', 'D821'})	"{'Velo-cardio-facial syndrome', ""Di George's syndrome""}"	{'OMIM:188400', 'OMIM:192430'}	{'HP:0025312', 'HP:0000750', 'HP:0001051', 'HP:0000581', 'HP:0000028', 'HP:0000322', 'HP:0031817', 'HP:0000777', 'HP:0007302', 'HP:0002650', 'HP:0000316', 'HP:0001537', 'HP:0000430', 'HP:0000175', 'HP:0000193', 'HP:0001252', 'HP:0000006', 'HP:0006549', 'HP:0011611', 'HP:0001883', 'HP:0004322', 'HP:0000278', 'HP:0000194', 'HP:0000821', 'HP:0001611', 'HP:0008211', 'HP:0001155', 'HP:0012841', 'HP:0001081', 'HP:0000110', 'HP:0000126', 'HP:0100753', 'HP:0000627', 'HP:0001643', 'HP:0001281', 'HP:0001328', 'HP:0020046', 'HP:0011590', 'HP:0004935', 'HP:0007018', 'HP:0002627', 'HP:0000598', 'HP:0001263', 'HP:0000577', 'HP:0001636', 'HP:0045025', 'HP:0002901', 'HP:0001061', 'HP:0100541', 'HP:0000023', 'HP:0001250', 'HP:0000218', 'HP:0002705', 'HP:0000252', 'HP:0000176', 'HP:0005435', 'HP:0000860', 'HP:0000220', 'HP:0011999', 'HP:0012745', 'HP:0001629', 'HP:0000201', 'HP:0000646', 'HP:0001249', 'HP:0000718', 'HP:0000369', 'HP:0000720', 'HP:0000347', 'HP:0001513', 'HP:0000122', 'HP:0001660', 'HP:0002719', 'HP:0000414', 'HP:0000647', 'HP:0000370', 'HP:0000829'}
OMIM_ICD:130	frozenset({'D820'})	{'Wiskott-Aldrich syndrome'}	{'OMIM:614493', 'OMIM:301000', 'OMIM:600903'}	{'HP:0002963', 'HP:0030253', 'HP:0002850', 'HP:0002783', 'HP:0000225', 'HP:0002249', 'HP:0002788', 'HP:0001287', 'HP:0003565', 'HP:0003010', 'HP:0001888', 'HP:0000964', 'HP:0000006', 'HP:0012178', 'HP:0005415', 'HP:0001419', 'HP:0000112', 'HP:0002248', 'HP:0000246', 'HP:0002971', 'HP:0000388', 'HP:0003261', 'HP:0003212', 'HP:0040184', 'HP:0000421', 'HP:0000967', 'HP:0001878', 'HP:0002037', 'HP:0002848', 'HP:0011944', 'HP:0005537', 'HP:0002090', 'HP:0001891', 'HP:0001983', 'HP:0002014', 'HP:0002719', 'HP:0005310', 'HP:0001873', 'HP:0000007'}
OMIM_ICD:131	frozenset({'D81810'})	{'Biotinidase deficiency'}	{'OMIM:253260'}	{'HP:0008872', 'HP:0001263', 'HP:0005979', 'HP:0001596', 'HP:0001987', 'HP:0001581', 'HP:0001051', 'HP:0000648', 'HP:0001254', 'HP:0000988', 'HP:0000509', 'HP:0002506', 'HP:0100275', 'HP:0002789', 'HP:0001992', 'HP:0000572', 'HP:0001290', 'HP:0001251', 'HP:0001252', 'HP:0001744', 'HP:0002014', 'HP:0002104', 'HP:0002240', 'HP:0001250', 'HP:0002013', 'HP:0000007', 'HP:0410145', 'HP:0000407'}
OMIM_ICD:132	frozenset({'Q6119', 'Q613', 'Q612', 'Q6111'})	{'Polycystic kidney, adult type', 'Other polycystic kidney, infantile type', 'Polycystic kidney, unspecified', 'Cystic dilatation of collecting ducts'}	{'OMIM:600666', 'OMIM:618061', 'OMIM:617610', 'OMIM:613095', 'OMIM:263200'}	{'HP:0000324', 'HP:0002040', 'HP:0001409', 'HP:0002089', 'HP:0003829', 'HP:0003581', 'HP:0005564', 'HP:0001405', 'HP:0003676', 'HP:0012213', 'HP:0003774', 'HP:0001744', 'HP:0002240', 'HP:0000083', 'HP:0000006', 'HP:0003677', 'HP:0003811', 'HP:0000010', 'HP:0003828', 'HP:0000113', 'HP:0005576', 'HP:0001944', 'HP:0000105', 'HP:0000107', 'HP:0001737', 'HP:0001410', 'HP:0004944', 'HP:0001407', 'HP:0002009', 'HP:0004719', 'HP:0001562', 'HP:0000007', 'HP:0011800', 'HP:0000822', 'HP:0001997', 'HP:0003259', 'HP:0001696'}
OMIM_ICD:133	frozenset({'Q780'})	{'Osteogenesis imperfecta'}	{'OMIM:615220', 'OMIM:610682', 'OMIM:615066', 'OMIM:610968', 'OMIM:301014', 'OMIM:613849', 'OMIM:616507', 'OMIM:614856', 'OMIM:259420', 'OMIM:616229', 'OMIM:613848', 'OMIM:613982', 'OMIM:166210', 'OMIM:166200', 'OMIM:610915', 'OMIM:166220', 'OMIM:259440', 'OMIM:166230', 'OMIM:610967', 'OMIM:617952'}	{'HP:0001623', 'HP:0000684', 'HP:0003202', 'HP:0000248', 'HP:0000750', 'HP:0000527', 'HP:0000977', 'HP:0000978', 'HP:0000348', 'HP:0001620', 'HP:0000938', 'HP:0010444', 'HP:0002650', 'HP:0000341', 'HP:0000343', 'HP:0001537', 'HP:0001382', 'HP:0000883', 'HP:0002007', 'HP:0001518', 'HP:0000006', 'HP:0001522', 'HP:0005280', 'HP:0000923', 'HP:0005855', 'HP:0000365', 'HP:0003784', 'HP:0002092', 'HP:0000951', 'HP:0000164', 'HP:0003577', 'HP:0000336', 'HP:0002691', 'HP:0004331', 'HP:0008921', 'HP:0002983', 'HP:0000767', 'HP:0002980', 'HP:0001635', 'HP:0040160', 'HP:0006385', 'HP:0005758', 'HP:0005653', 'HP:0008905', 'HP:0004568', 'HP:0002659', 'HP:0001263', 'HP:0000260', 'HP:0002979', 'HP:0004349', 'HP:0000431', 'HP:0001730', 'HP:0008422', 'HP:0000272', 'HP:0000478', 'HP:0005084', 'HP:0006528', 'HP:0002812', 'HP:0000520', 'HP:0005622', 'HP:0000787', 'HP:0005623', 'HP:0000023', 'HP:0000707', 'HP:0012110', 'HP:0001634', 'HP:0001367', 'HP:0002645', 'HP:0008873', 'HP:0006367', 'HP:0002982', 'HP:0001790', 'HP:0000244', 'HP:0002751', 'HP:0002761', 'HP:0030268', 'HP:0000765', 'HP:0001388', 'HP:0003155', 'HP:0003199', 'HP:0000637', 'HP:0001166', 'HP:0010636', 'HP:0000586', 'HP:0002808', 'HP:0002644', 'HP:0002194', 'HP:0006086', 'HP:0003083', 'HP:0004325', 'HP:0000885', 'HP:0004482', 'HP:0001321', 'HP:0001939', 'HP:0000325', 'HP:0001290', 'HP:0006640', 'HP:0004942', 'HP:0000939', 'HP:0001252', 'HP:0003023', 'HP:0002021', 'HP:0000592', 'HP:0010049', 'HP:0001622', 'HP:0004322', 'HP:0000774', 'HP:0005474', 'HP:0005005', 'HP:0000126', 'HP:0000233', 'HP:0002986', 'HP:0002953', 'HP:0004586', 'HP:0004960', 'HP:0000411', 'HP:0011800', 'HP:0001552', 'HP:0000407', 'HP:0011220', 'HP:0030680', 'HP:0000324', 'HP:0001324', 'HP:0002757', 'HP:0003510', 'HP:0000239', 'HP:0011001', 'HP:0000703', 'HP:0005897', 'HP:0002093', 'HP:0006394', 'HP:0000311', 'HP:0002753', 'HP:0000768', 'HP:0000405', 'HP:0000963', 'HP:0003783', 'HP:0000160', 'HP:0000362', 'HP:0000926', 'HP:0002857', 'HP:0001419', 'HP:0003179', 'HP:0000218', 'HP:0003100', 'HP:0000337', 'HP:0005304', 'HP:0000270', 'HP:0010537', 'HP:0000444', 'HP:0030746', 'HP:0000347', 'HP:0001507', 'HP:0009804', 'HP:0001270', 'HP:0000007', 'HP:0003321', 'HP:0003027'}
