HPO_ICD10_ID	HPO_IDs	HPO_Strings	HPO_Syns	ICD10
HPO_ICD:1134	{'HP:0010886'}	{'Osteochondritis Dissecans'}	{'Osteochondrosis dissecans'}	{'M93279', 'M93259', 'M93271', 'M93241', 'M93232', 'M93222', 'M93272', 'M9329', 'M93212', 'M9328', 'M93219', 'M93242', 'M9320', 'M93211', 'M93239', 'M93251', 'M93249', 'M93261', 'M93231', 'M93221', 'M93269', 'M93252', 'M93229', 'M93262'}
HPO_ICD:1135	{'HP:0010889'}	{'Morbus Kienboeck'}	"{""Kienböck's disease"", 'Lunatomalacia', ""Kienboeck's disease""}"	{'M87039', 'M93839', 'M92219'}
HPO_ICD:1136	{'HP:0010890'}	{'Morbus Osgood-Schlatter'}	{'Osgood Schlatter disease'}	{'M9250'}
HPO_ICD:1137	{'HP:0010945', 'HP:0011129'}	{'Bilateral fetal pyelectasis', 'Fetal pyelectasis'}	{'Mild fetal hydronephrosis', 'Bilateral fetal pyelectasia', 'Fetal renal pelvic dilatation'}	{'Q638'}
HPO_ICD:1138	{'HP:0000238', 'HP:0010953'}	{'Noncommunicating hydrocephalus', 'Hydrocephalus'}	{'Nonsyndromal hydrocephalus', 'Hydrocephaly', 'Too much cerebrospinal fluid in the brain'}	{'G913', 'G919', 'G918', 'G911'}
HPO_ICD:1139	{'HP:0010954'}	{'Hypoplastic right heart'}	{'Hypoplastic right heart syndrome', 'Underdeveloped right heart'}	{'Q226'}
HPO_ICD:1140	{'HP:0010958', 'HP:0002009'}	{'Potter facies', 'Bilateral renal agenesis'}	set()	{'Q601', 'Q606'}
HPO_ICD:1141	{'HP:0100730', 'HP:0010959'}	{'Bronchogenic cyst', 'Congenital cystic adenomatoid malformation of the lung'}	{'CCAM', 'Cystic adenomatoid lung disease', 'Congenital cystic disease of the lung'}	{'Q330'}
HPO_ICD:1142	{'HP:0100632', 'HP:0010960'}	{'Pulmonary sequestration', 'Bronchopulmonary sequestration'}	{'Cystic lung lesion'}	{'Q332'}
HPO_ICD:1143	{'HP:0011067', 'HP:0011069'}	{'Increased number of teeth', 'Mesiodens'}	{'Supernumerary tooth', 'Hyperdontia', 'Supplemental teeth', 'Supernumerary teeth', 'Supernumary dentition', 'Mesiodentes', 'Extra tooth', 'Midline supernumary tooth', 'Extra teeth', 'Supernumary teeth', 'Median supernumary tooth', 'Increased number of teeth', 'Extra tooth in the midline', 'More teeth than normal', 'Increased tooth count', 'Supplemental dentition'}	{'K001'}
HPO_ICD:1144	{'HP:0011095', 'HP:0000347', 'HP:0007627', 'HP:0011094'}	{'Micrognathia', 'Overjet', 'Overbite', 'Mandibular condyle aplasia'}	{'Underdevelopment of mandible', 'Failure of development of the condylar process of mandible', 'Little mandible', 'Deep overbite', 'Little lower jaw', 'Lower jaw deficiency', 'Hypoplastic mandible', 'Lower jaw retrusion', 'Abnormality of horizontal incisor relationship', 'Severe hypoplasia of mandible', 'Micrognathia of lower jaw', 'Decreased size of mandible', 'Overbite', 'Agenesis of condylar head of mandible', 'Deep bite', 'Scissors bite', 'Upper teeth sticking out forward', 'Underdevelopment of condylar head of mandible', 'Lower jaw hypoplasia', 'Absence of the condylar process of mandible', 'Mandibular retrognathia', 'Hypotrophic lower jaw', 'Mandibular retrusion', 'Lower jaw retrognathia', 'Deficiency of lower jaw', 'Decreased size of lower jaw', 'Mandibular hypoplasia', 'Hypoplasia of mandible', 'Small lower jaw', 'Absence of the condylar head of mandible', 'Protrusion of upper teeth in front of lower teeth', 'Hypoplasia of lower jaw', 'Mandibular micrognathia', 'Failure of development of condylar neck of mandible', 'Mandibular deficiency', 'Decreased projection of mandible', 'Underdevelopment of condylar process of mandible', 'Underdevelopment of condylar neck of mandible', 'Robin mandible', 'Absence of the condylar neck of mandible', 'Agenesis of condylar neck of mandible', 'Retrusion of lower jaw', 'Failure of development of condylar head of mandible', 'Hypoplastic mandible condyle', 'Hypotrophic mandible', 'Increased overlap of upper and lower incisors', 'Small mandible', 'Small jaw', 'Agenesis of condylar process of mandible', 'Decreased projection of lower jaw', 'Underdevelopment of lower jaw', 'Micromandible', 'Protrusion of the maxillary incisors', 'Buck teeth'}	{'M2609', 'M2629'}
HPO_ICD:1145	{'HP:0011099'}	{'Spastic hemiparesis'}	{'Spastic hemiplegia'}	{'G8110'}
HPO_ICD:1146	{'HP:0200116', 'HP:0011102'}	{'Distal ileal atresia', 'Ileal atresia'}	set()	{'Q412'}
HPO_ICD:1147	{'HP:0011539', 'HP:0011103', 'HP:0011548', 'HP:0011535'}	{'Atrial situs ambiguous', 'Absent right sided atrioventricular connection', 'Abnormal atrial arrangement', 'Abnormal left ventricular outflow tract morphology'}	{'Atrial heterotaxy', 'Atrial situs ambiguus', 'Abnormality of the left ventricular outflow tract', 'Abnormal location of heart atrium'}	{'Q208'}
HPO_ICD:1148	{'HP:0011105'}	{'Hypervolemia'}	{'Fluid overload in blood'}	{'E8770'}
HPO_ICD:1149	{'HP:0011106'}	{'Hypovolemia'}	{'Depleted blood volume'}	{'E861', 'E869'}
HPO_ICD:1150	{'HP:0011107'}	{'Recurrent aphthous stomatitis'}	{'Aphthous stomatitis', 'Recurrent canker sores', 'Recurrent aphthous ulcers', 'Buccal aphthous ulcers'}	{'K120'}
HPO_ICD:1151	{'HP:0011110'}	{'Tonsillitis'}	{'Inflammation of tonsils'}	{'J0390'}
HPO_ICD:1152	{'HP:0011123', 'HP:0000976', 'HP:0000964'}	{'Inflammatory abnormality of the skin', 'Eczema', 'Eczematoid dermatitis'}	{'Inflammatory abnormality of the skin', 'Dermatitis', 'Abnormal tendency to infections of the skin', 'Eczema', 'Inflammatory skin disease', 'Skin inflammation'}	{'L989', 'L309'}
HPO_ICD:1153	{'HP:0011126'}	{'Nephroptosis'}	{'Renal ptosis', 'Floating kidney'}	{'N2883'}
HPO_ICD:1154	{'HP:0011140', 'HP:0030452', 'HP:0030451'}	{'Chylolymphatic mesenteric cyst', 'Gastrointestinal duplication', 'Mesenteric cyst'}	{'GI duplication'}	{'Q458'}
HPO_ICD:1155	{'HP:0011141'}	{'Age-related cataract'}	{'Clouding of the lens of the eye with age'}	{'H259'}
HPO_ICD:1156	{'HP:0011172'}	{'Complex febrile seizures'}	set()	{'R5601'}
HPO_ICD:1157	{'HP:0011227'}	{'Elevated C-reactive protein level'}	{'Elevated CRP'}	{'R7982'}
HPO_ICD:1158	{'HP:0004950', 'HP:0005297', 'HP:0004417', 'HP:0200030', 'HP:0200029', 'HP:0011276'}	{'Premature occlusive vascular stenosis', 'Vasculitis in the skin', 'Peripheral arterial stenosis', 'Vascular skin abnormality', 'Punctate vasculitis skin lesions', 'Intermittent claudication'}	{'Peripheral artery disease', 'Peripheral artery occlusive disease', 'Occlusive vascular disease', 'Skin vascular malformation', 'Arterial disease of legs', 'Occlusive arterial disease', 'Cutaneous vasculitis', 'Peripheral vascular disease', 'Vascular abnormalities restricted to skin'}	{'I739', 'L959', 'L950', 'L958'}
HPO_ICD:1159	{'HP:0011301'}	{'Absent foot'}	{'Absent foot', 'Aplasia of the foot', 'Apodia'}	{'Q7230'}
HPO_ICD:1160	{'HP:0011331'}	{'Hemifacial atrophy'}	{'Facial hemiatrophy', 'Shrinking of half of face', 'Atrophy of half of face', 'Atrophy of one side of the face', 'Shrinking of one side of the face', 'Decrease in size of half of face', 'Decrease in size of one side of the face'}	{'Q674'}
HPO_ICD:1161	{'HP:0011333', 'HP:0011332'}	{'Hemifacial hypoplasia', 'Asymmetric crying face'}	{'Hemifacial microsomia', 'Partial unilateral facial paresis', 'Hypoplasia of depressor angula oris muscle', 'Asymmetric crying face', 'Decreased size of half of the face', 'Decreased size of one side of the face'}	{'Q670'}
HPO_ICD:1162	{'HP:0011367'}	{'Yellow nails'}	{'Yellow nails'}	{'L605'}
HPO_ICD:1163	{'HP:0011368'}	{'Epidermal thickening'}	{'Abnormality of keratinization'}	{'L859'}
HPO_ICD:1164	{'HP:0011372'}	{'Aplasia of the inner ear'}	{'Aplasia of the labyrinth', 'Absent inner ear', 'Labyrinthine aplasia', 'Michel deformity'}	{'Q165'}
HPO_ICD:1165	{'HP:0011426', 'HP:0012683', 'HP:0100702'}	{'Fetal choroid plexus cysts', 'Pineal cyst', 'Arachnoid cyst'}	{'Arachnoid cysts', 'Fluid-filled sac located in membrane surrounding brain or spinal cord'}	{'P9689', 'G930'}
HPO_ICD:1166	{'HP:0011445'}	{'Athetoid cerebral palsy'}	{'Dyskinetic cerebral palsy'}	{'G803'}
HPO_ICD:1167	{'HP:0011447'}	{'Hyposegmentation of neutrophil nuclei'}	{'Pelger-Huet anomaly', 'Hyposegmentation of neutrophil nuclei in peripheral blood'}	{'D720'}
HPO_ICD:1168	{'HP:0011450', 'HP:0002719', 'HP:0030724'}	{'Recurrent infections', 'Unusual CNS infection', 'Central nervous system cyst'}	{'Increased frequency of infection', 'CNS cyst', 'Central nervous system infection', 'Frequent, severe infections', 'Frequent infections', 'Cyst of the central nervous system', 'Recurrent infections', 'infections, recurrent', 'Predisposition to infections', 'Susceptibility to infection'}	{'B999', 'G968'}
HPO_ICD:1169	{'HP:0011456', 'HP:0011455'}	{'Absent stapes', 'Absent malleus'}	set()	{'H74329'}
HPO_ICD:1170	{'HP:0011459'}	{'Esophageal carcinoma'}	set()	{'C159'}
HPO_ICD:1171	{'HP:0011467'}	{'Absent gallbladder'}	{'Absent gallbladder', 'Agenesis of the gallbladder', 'Aplasia of the gallbladder'}	{'Q440'}
HPO_ICD:1172	{'HP:0011468'}	{'Facial tics'}	{'Jerking of facial muscles', 'Twitching of facial muscles', 'Mimic spasms', 'Myoclonus of facial muscles', 'Involuntary facial muscle spasms', 'Facial tics', 'Spasms of facial muscles', 'Cramping of facial muscles', 'Muscle spasm of face', 'Facial spasms'}	{'F951'}
HPO_ICD:1173	{'HP:0011473'}	{'Villous atrophy'}	{'Variable degree of villous atrophy', 'Duodenal villous atrophy', 'Biopsy shows villous atrophy', 'Small intestine biopsy shows villous atrophy', 'Villous degeneration', 'Atrophy of small intestinal villi'}	{'K6389'}
HPO_ICD:1174	{'HP:0011483'}	{'Anterior synechiae of the anterior chamber'}	{'Cornea-iris adhesion', 'Iridocorneal synechia', 'Anterior synechiae'}	{'H21511', 'H21519', 'H21512', 'H21513'}
HPO_ICD:1175	{'HP:0011484'}	{'Posterior synechiae of the anterior chamber'}	{'Iridolenticular adhesions', 'Posterior synechiae'}	{'H21541', 'H21542', 'H21543', 'H21549'}
HPO_ICD:1176	{'HP:0011496'}	{'Corneal neovascularization'}	{'Corneal neovascularisation', 'New blood vessel formation in cornea', 'Limbal neovascularization', 'Corneal vascularization'}	{'H16409', 'H16401', 'H16402', 'H16403'}
HPO_ICD:1177	{'HP:0011497', 'HP:0025319'}	{'Rubeosis iridis', 'Iris neovascularization'}	{'Neovascularization of the iris', 'New blood vessel formation in iris'}	{'H211X2', 'H211X3', 'H211X1', 'H211X9'}
HPO_ICD:1178	{'HP:0011504'}	"{""Bull's eye maculopathy""}"	{'Chloroquine retinopathy'}	{'H3500'}
HPO_ICD:1179	{'HP:0040049', 'HP:0011505'}	{'Macular edema', 'Cystoid macular edema'}	{'Macular oedema', 'Cystoid macular oedema'}	{'H3581'}
HPO_ICD:1180	{'HP:0011508', 'HP:0031152'}	{'Macular hole', 'Full-thickness macular hole'}	{'FTMH'}	{'H35349'}
HPO_ICD:1181	{'HP:0011522', 'HP:0200018'}	{'Protanomaly', 'Protanopia'}	{'Red-weak', 'Red-blind', 'Colorblindness, partial, protan series'}	{'H5354'}
HPO_ICD:1182	{'HP:0011523'}	{'Iris cyst'}	set()	{'H21309'}
HPO_ICD:1183	{'HP:0011524', 'HP:0012055'}	{'Ciliary body melanoma', 'Iris melanoma'}	set()	{'C6940'}
HPO_ICD:1184	{'HP:0011958', 'HP:0011530'}	{'Retinal perforation', 'Retinal hole'}	{'Retinal tear', 'Torn retina', 'Retinal holes'}	{'H33309', 'H33049'}
HPO_ICD:1185	{'HP:0011552', 'HP:0011546', 'HP:0011605', 'HP:0011553', 'HP:0011540'}	{'Congenitally corrected transposition of the great arteries with ventricular septal defect', 'Congenitally corrected transposition of the great arteries', 'Discordant atrioventricular connection', 'Abnormal atrioventricular connection', 'Ambiguous atrioventricular connection'}	{'L-transposition', 'Ventricular inversion'}	{'Q205', 'R9431'}
HPO_ICD:1186	{'HP:0011570', 'HP:0011560'}	{'Congenital mitral stenosis', 'Mitral atresia'}	{'Mitral valve atresia'}	{'Q232'}
HPO_ICD:1187	{'HP:0011571', 'HP:0011568', 'HP:0012561'}	{'Parachute mitral valve', 'Unicuspid aortic valve', 'Double orifice mitral valve'}	set()	{'Q238'}
HPO_ICD:1188	{'HP:0011581'}	{'Double outlet left ventricle'}	set()	{'Q202'}
HPO_ICD:1189	{'HP:0011603'}	{'Congenital malformation of the great arteries'}	set()	{'Q259'}
HPO_ICD:1190	{'HP:0011604'}	{'Aortopulmonary window'}	set()	{'Q214'}
HPO_ICD:1191	{'HP:0011612', 'HP:0011611', 'HP:0011614'}	{'Interrupted aortic arch type C', 'Interrupted aortic arch', 'Interrupted aortic arch type A'}	{'Atretic transverse aortic arch', 'Aortic arch obstruction'}	{'Q2521'}
HPO_ICD:1192	{'HP:0011641', 'HP:0030882'}	{'Coronary artery aneurysm', 'Coronary artery fistula'}	{'Coronary artery dilatation', 'Coronary artery ectasia', 'Coronary fistula', 'Coronary arterial dilatation'}	{'I2541'}
HPO_ICD:1193	{'HP:0011642'}	{'Abnormal coronary sinus morphology'}	{'Abnormality of the coronary sinus'}	{'I878'}
HPO_ICD:1194	{'HP:0011645'}	{'Dilatation of the sinus of Valsalva'}	{'Aortic sinus aneurysm', 'Aneurysm of the aortic sinus', 'Sinus of Valsalva aneurysm'}	{'Q2543'}
HPO_ICD:1195	{'HP:0001629', 'HP:0011621', 'HP:0011623', 'HP:0011681', 'HP:0011684', 'HP:0011682', 'HP:0011651', 'HP:0001719'}	{'Ventricular septal defect', 'Perimembranous ventricular septal defect', 'Subarterial ventricular septal defect', 'Double outlet right ventricle with doubly committed ventricular septal defect and pulmonary stenosis', 'Non-restrictive ventricular septal defect', 'Gerbode ventricular septal defect', 'Double outlet right ventricle', 'Muscular ventricular septal defect'}	{'DORV', 'Supracristal ventricular septal defect', 'Membranous ventricular septal defect', 'Ventricular septal defects', 'Ventricular septal defect, perimembranous', 'Type 4 ventricular septal defect', 'Type 2 ventricular septal defect', 'Conoventricular ventricular septal defect', 'Doubly committed ventricular septal defect', 'Type 1 ventricular septal defect', 'Paramembranous ventricular septal defect', 'Hole in heart wall separating two lower heart chambers', 'Ventriculoseptal defect', 'Perimembraneous ventricular septal defect', 'DORV with doubly committed VSD and pulmonary stenosis', 'Conal ventricular septal defect', 'Ventricular septal defect, muscular', 'Double-outlet right ventricle', 'Left ventricular - right atrial communication', 'Infundibular ventricular septal defect'}	{'Q201', 'Q221', 'Q210'}
HPO_ICD:1196	{'HP:0012516', 'HP:0010882', 'HP:0001636', 'HP:0011678', 'HP:0011659'}	{'Tetralogy of Fallot', 'Pulmonary valve atresia', 'Tetralogy of Fallot with absent pulmonary valve', 'Tetralogy of Fallot with pulmonary atresia', 'Tetralogy of Fallot with pulmonary atresia and major aortopulmonary collateral arteries'}	{'Tetralogy of Fallot with absent pulmonary valve syndrome', 'Tetrology of fallot'}	{'Q213', 'Q220'}
HPO_ICD:1197	{'HP:0011662'}	{'Tricuspid atresia'}	{'Tricuspid valve atresia'}	{'Q224'}
HPO_ICD:1198	{'HP:0011665'}	{'Takotsubo cardiomyopathy'}	{'Broken-heart syndrome'}	{'I5181'}
HPO_ICD:1199	{'HP:0003140', 'HP:0012251', 'HP:0012248', 'HP:0012232', 'HP:0010872', 'HP:0004308', 'HP:0006677', 'HP:0011675', 'HP:0003115', 'HP:0005165', 'HP:0005115', 'HP:0012250', 'HP:0012722'}	{'Abnormal EKG', 'ST segment elevation', 'Ventricular arrhythmia', 'Arrhythmia', 'Prolonged QRS complex', 'ST segment depression', 'Prolonged PR interval', 'Supraventricular arrhythmia', 'T-wave inversion', 'Heart block', 'T-wave inversion in the right precordial leads', 'Shortened PR interval', 'Shortened QT interval'}	{'Irregular heartbeat', 'Electrocardiographic short PR interval', 'Abnormal heart rate', 'Cardiac arrhythmia', 'Shortened PR interval on EKG', 'Electrocardiographic long PR interval', 'Cardiac arrhythmias', 'Prolonged QRS complex on EKG', 'Arrhythmias', 'Lengthened PR interval on EKG', 'Cardiac conduction abnormalities', 'Abnormal electrocardiogram', 'Abnormal ECG', 'Irregular heart beat', 'Abnormal EKG', 'Ventricular arrhythmias', 'Abnormality of cardiac conduction', 'Cardiac rhythm disturbances', 'EKG abnormality', 'Cardiac conduction defects', 'Heart rhythm disorders', 'arrhythmias, Supraventricular', 'Short P-R interval'}	{'I499', 'I459', 'R9431'}
HPO_ICD:1200	{'HP:0011679'}	{'Tetralogy of Fallot with pulmonary stenosis'}	set()	{'Q213', 'Q221'}
HPO_ICD:1201	{'HP:0011704'}	{'Sick sinus syndrome'}	{'Sinoatrial node disease'}	{'I495'}
HPO_ICD:1202	{'HP:0011705'}	{'First degree atrioventricular block'}	set()	{'I440'}
HPO_ICD:1203	{'HP:0011707', 'HP:0011706', 'HP:0011708'}	{'Mobitz II atrioventricular block', 'Second degree atrioventricular block', 'Mobitz I atrioventricular block'}	{'Mobitz type 1 atrioventricular block', 'Mobitz type 2 atrioventricular block', 'Wenckebach block'}	{'I441'}
HPO_ICD:1204	{'HP:0011710', 'HP:0001678'}	{'Bundle branch block', 'Atrioventricular block'}	{'Bundle-branch block', 'Atrioventricular nodal disease', 'Interruption of electrical communication between upper and lower chambers of heart'}	{'I454', 'I4430', 'I4439'}
HPO_ICD:1205	{'HP:0011711'}	{'Left anterior fascicular block'}	{'Left anterior hemiblock'}	{'I444'}
HPO_ICD:1206	{'HP:0011712'}	{'Right bundle branch block'}	{'Right bundle-branch block'}	{'I450', 'I4510', 'I4519'}
HPO_ICD:1207	{'HP:0011713'}	{'Left bundle branch block'}	set()	{'I447'}
HPO_ICD:1208	{'HP:0011715'}	{'Trifascicular block'}	set()	{'I453'}
HPO_ICD:1209	{'HP:0011718'}	{'Abnormality of the pulmonary veins'}	{'Abnormality of lung veins'}	{'Q269'}
HPO_ICD:1210	{'HP:0011726'}	{'Persistent fetal circulation'}	set()	{'P2930'}
HPO_ICD:1211	{'HP:0011741'}	{'Secondary hyperaldosteronism'}	{'Hyperreninemic hyperaldosteronism'}	{'E261'}
HPO_ICD:1212	{'HP:0011742', 'HP:0011743'}	{'Ectopic adrenal gland', 'Adrenal gland agenesis'}	{'Abnormal adrenal gland position'}	{'Q891'}
HPO_ICD:1213	{'HP:0011747', 'HP:0012503'}	{'Abnormality of the pituitary gland', 'Abnormality of the anterior pituitary'}	{'disorder of pituitary gland', 'Pituitary disease'}	{'E237'}
HPO_ICD:1214	{'HP:0011754'}	{'Pituicytoma'}	set()	{'D443'}
HPO_ICD:1215	{'HP:0011763'}	{'Pituitary carcinoma'}	set()	{'C751'}
HPO_ICD:1216	{'HP:0011770'}	{'Tertiary hyperparathyroidism'}	set()	{'E212'}
HPO_ICD:1217	{'HP:0011781'}	{'Thyroid C cell hyperplasia'}	set()	{'E070'}
HPO_ICD:1218	{'HP:0011786'}	{'Thyrotoxicosis with toxic single thyroid nodule'}	set()	{'E0511'}
HPO_ICD:1219	{'HP:0011801'}	{'Enlargement of parotid gland'}	{'Hypertrophy of parotid gland', 'Increased size of parotid gland', 'Hyperplasia of parotid gland'}	{'K111'}
HPO_ICD:1220	{'HP:0011838'}	{'Sclerodactyly'}	set()	{'L943'}
HPO_ICD:1221	{'HP:0011841'}	{'Ventricular flutter'}	set()	{'I4902'}
HPO_ICD:1222	{'HP:0011848'}	{'Abdominal colic'}	set()	{'R1084', 'R1083'}
HPO_ICD:1223	{'HP:0011851'}	{'Hemopericardium'}	set()	{'I312'}
HPO_ICD:1224	{'HP:0030171', 'HP:0011854'}	{'Hemoperitoneum', 'Perirenal hematoma'}	{'Hematoperitoneum'}	{'K661'}
HPO_ICD:1225	{'HP:0011855'}	{'Pharyngeal edema'}	{'Throat swelling'}	{'J392'}
HPO_ICD:1226	{'HP:0011856', 'HP:0025062'}	{'Geophagia', 'Pica'}	{'Geophagy'}	{'F983'}
HPO_ICD:1227	{'HP:0011859'}	{'Punctate keratitis'}	set()	{'H16149', 'H16142', 'H16141', 'H16143'}
HPO_ICD:1228	{'HP:0011868'}	{'Sciatica'}	set()	{'M5432', 'M5441', 'M5442', 'M5430', 'M5431', 'M5440'}
HPO_ICD:1229	{'HP:0011885'}	{'Hemorrhage of the eye'}	{'Haemorrhage of the eye', 'Bleeding from the eye'}	{'H44819'}
HPO_ICD:1230	{'HP:0011886'}	{'Hyphema'}	set()	{'H2100'}
HPO_ICD:1231	{'HP:0011887'}	{'Choroid hemorrhage'}	{'Choroidal hemorrhage'}	{'H31303', 'H31309', 'H31301', 'H31302'}
HPO_ICD:1232	{'HP:0011892'}	{'Low levels of vitamin K'}	set()	{'E561'}
HPO_ICD:1233	{'HP:0011919'}	{'Pleural empyema'}	{'Pyothorax'}	{'J869'}
HPO_ICD:1234	{'HP:0011920'}	{'Transudative pleural effusion'}	set()	{'J948'}
HPO_ICD:1235	{'HP:0011945'}	{'Bronchiolitis obliterans organizing pneumonia'}	{'Cryptogenic organizing pneumonia', 'BOOP'}	{'J84116'}
HPO_ICD:1236	{'HP:0011947'}	{'Respiratory tract infection'}	{'Respiratory infection', 'Respiratory tract infection', 'Respiratory infections'}	{'J988'}
HPO_ICD:1237	{'HP:0011950'}	{'Bronchiolitis'}	set()	{'J219'}
HPO_ICD:1238	{'HP:0011951'}	{'Aspiration pneumonia'}	set()	{'J690'}
HPO_ICD:1239	{'HP:0011967'}	{'Decreased circulating copper concentration'}	{'Hypocupremia', 'Reduced serum copper', 'Copper deficiency'}	{'E610'}
HPO_ICD:1240	{'HP:0011970'}	{'Cerebral amyloid angiopathy'}	set()	{'I680'}
HPO_ICD:1241	{'HP:0011971'}	{'Dermatographic urticaria'}	{'Dermographism', 'Dermatographism'}	{'L503', 'L508'}
HPO_ICD:1242	{'HP:0011976'}	{'Elevated urinary catecholamines'}	{'Elevated urinary catecholamines'}	{'R825'}
HPO_ICD:1243	{'HP:0100249', 'HP:0011986'}	{'Ectopic ossification', 'Calcification of muscles'}	{'Skeletal muscle calcinosis', 'Heterotopic ossification', 'Ectopic bone formation'}	{'M619'}
HPO_ICD:1244	{'HP:0012020'}	{'Right aortic arch'}	{'Right-sided aortic arch'}	{'Q2547'}
HPO_ICD:1245	{'HP:0012022'}	{'Congenital portosystemic venous shunt'}	set()	{'Q288'}
HPO_ICD:1246	{'HP:0012027'}	{'Laryngeal edema'}	set()	{'J384'}
HPO_ICD:1247	{'HP:0012028'}	{'Hepatocellular adenoma'}	{'Liver cell adenoma', 'Hepatic adenoma'}	{'D134'}
HPO_ICD:1248	{'HP:0012038'}	{'Corneal guttata'}	{'Corneal endothelial guttata'}	{'H1830'}
HPO_ICD:1249	{'HP:0012039'}	{'Descemet Membrane Folds'}	set()	{'H18329', 'H18321', 'H18323', 'H18322'}
HPO_ICD:1250	{'HP:0012047'}	{'Hemeralopia'}	{'Day blindness'}	{'H5311'}
HPO_ICD:1251	{'HP:0012064', 'HP:0012062'}	{'Bone cyst', 'Unicameral bone cyst'}	{'Bone cysts', 'Bone cyst'}	{'M85439', 'M85431', 'M85442', 'M85419', 'M85451', 'M85452', 'M85411', 'M85449', 'M85469', 'M85472', 'M85471', 'M8560', 'M8540', 'M85421', 'M85462', 'M85479', 'M85422', 'M85461', 'M85429', 'M85441', 'M85459', 'M8548', 'M85432', 'M85412'}
HPO_ICD:1252	{'HP:0012063'}	{'Aneurysmal bone cyst'}	set()	{'M85559', 'M85549', 'M85571', 'M85579', 'M85541', 'M85511', 'M85529', 'M85562', 'M8558', 'M8559', 'M85531', 'M85552', 'M85539', 'M85522', 'M8550', 'M85542', 'M85532', 'M85551', 'M85561', 'M85569', 'M85519', 'M85521', 'M85572', 'M85512'}
HPO_ICD:1253	{'HP:0012074'}	{'Tonic pupil'}	"{'Adie pupil', ""Adie's tonic pupil""}"	{'H57059', 'H57051', 'H57053', 'H57052'}
HPO_ICD:1254	{'HP:0000751', 'HP:0012075'}	{'Personality changes', 'Personality disorder'}	{'Personality change', 'Personality changes'}	{'F69', 'F609'}
HPO_ICD:1255	{'HP:0012076'}	{'Borderline personality disorder'}	{'BPD'}	{'F603'}
HPO_ICD:1256	{'HP:0012077'}	{'Histrionic personality disorder'}	set()	{'F604'}
HPO_ICD:1257	{'HP:0100586', 'HP:0012461', 'HP:0012085'}	{'Bacteriuria', 'Pyuria', 'Aseptic leukocyturia'}	{'High urine bacteria', 'Leukocyturia', 'High urine neutrophil count', 'Bacteria in urine'}	{'R8271'}
HPO_ICD:1258	{'HP:0012109'}	{'Angle closure glaucoma'}	{'Primary angle closure glaucoma'}	{'H4020X3', 'H4020X1', 'H4020X0', 'H4020X2', 'H4020X4'}
HPO_ICD:1259	{'HP:0012114'}	{'Endometrial carcinoma'}	set()	{'C541'}
HPO_ICD:1260	{'HP:0012115'}	{'Hepatitis'}	{'Liver inflammation'}	{'K752', 'K718', 'K759', 'K7110', 'K7581', 'K764', 'K7111', 'K7150', 'K710', 'K753', 'K719', 'K714', 'K717', 'K712', 'K713', 'K7589', 'K716', 'K7151'}
HPO_ICD:1261	{'HP:0012118', 'HP:0100605', 'HP:0030077', 'HP:0100551', 'HP:0030072', 'HP:0100606', 'HP:0100526', 'HP:0100799'}	{'Neoplasm of the larynx', 'Bronchial neoplasm', 'Laryngeal carcinoma', 'Neoplasm of the respiratory system', 'Neoplasm of the lung', 'Neoplasm of the trachea', 'Neoplasm of the middle ear', 'Paranasal sinus neoplasm'}	{'Tumor of the paranasal sinuses', 'Middle ear tumor', 'Respiratory system tumor', 'Tracheal neoplasm', 'Neoplasm of the paranasal sinuses', 'Neoplasia of the middle ear', 'Lung tumor', 'Lung cancer', 'Laryngeal cancer', 'Cancer of the larynx'}	{'D491'}
HPO_ICD:1262	{'HP:0001981', 'HP:0001978', 'HP:0004447', 'HP:0010972', 'HP:0012156', 'HP:0012119', 'HP:0011273'}	{'Hemophagocytosis', 'Anemia of inadequate production', 'Anisocytosis', 'Methemoglobinemia', 'Extramedullary hematopoiesis', 'Schistocytosis', 'Poikilocytosis'}	{'Defective erythropoiesis', 'Ineffective erythropoiesis', 'Dyserythropoietic anemia', 'Schistocytes', 'Extramedullary erythropoiesis', 'Unequal size of red blood cells', 'Anemia, dyserythropoietic'}	{'D748', 'D749', 'R718', 'D740'}
HPO_ICD:1263	{'HP:0012121'}	{'Panuveitis'}	set()	{'H44113', 'H44119', 'H44112', 'H44111'}
HPO_ICD:1264	{'HP:0012122'}	{'Anterior uveitis'}	set()	{'H2000'}
HPO_ICD:1265	{'HP:0012125'}	{'Prostate cancer'}	{'Prostatic cancer'}	{'C61'}
HPO_ICD:1266	{'HP:0012139'}	{'Granulocytic hypoplasia'}	set()	{'R896'}
HPO_ICD:1267	{'HP:0012151'}	{'Hemothorax'}	set()	{'J942'}
HPO_ICD:1268	{'HP:0045014', 'HP:0012153'}	{'Hypotriglyceridemia', 'Hypolipidemia'}	{'Low blood triglyceride levels', 'Decreased circulating Tg levels', 'Decreased plasma Tg levels'}	{'E7889'}
HPO_ICD:1269	{'HP:0012154'}	{'Anhedonia'}	set()	{'R4584'}
HPO_ICD:1270	{'HP:0012155'}	{'Decreased corneal sensation'}	{'Corneal hypesthesia', 'Reduced corneal sensation', 'Decreased corneal sensitivity', 'Corneal hypaesthesia'}	{'H18819'}
